Year;Mo;Dy;Hr;Mn;Sec;Tsu;Vol;Location Name;Latitude;Longitude;Focal Depth (km);Mag;MMI Int;Deaths;Death Description;Missing;Missing Description;Injuries;Injuries Description;Damage ($Mil);Damage Description;Houses Destroyed;Houses Destroyed Description;Houses Damaged;Houses Damaged Description;Total Deaths;Total Death Description;Total Missing;Total Missing Description;Total Injuries;Total Injuries Description;Total Damage ($Mil);Total Damage Description;Total Houses Destroyed;Total Houses Destroyed Description;Total Houses Damaged;Total Houses Damaged Description
2008;7;5;2;12;44;;;RUSSIA:  SEA OF OKHOTSK;53882;152886;633;77;;;;;;;;;;;;;;;;;;;;;;;;;
2008;7;8;9;13;74;;;PERU:  AREQUIPA;-15986;-71748;123;62;;1;1;;;;;;1;;;;2;1;1;;;;;;1;;;;2
2008;7;19;2;39;287;3558;;JAPAN:  OFF EAST COAST OF HONSHU ISLAND;37552;142214;22;69;;;;;;;;;;;;;;;;;;;;;;;;;
2008;7;23;15;26;199;;;JAPAN:  HONSHU:  N;39802;141464;108;68;;1;1;;;200;3;;2;90;2;90;2;1;1;;;200;3;;2;;;90;2
2008;7;24;7;9;30;;;CHINA:  SICHUAN PROVINCE;32747;105542;10;56;;1;1;;;17;1;;3;1200;4;1200;4;1;1;;;17;1;;3;1200;4;;
2008;7;29;18;42;157;;;CALIFORNIA:  LOS ANGELES;33953;-117761;15;54;6;;;;;8;1;;1;;;;1;;;;;8;1;;1;;;;1
2008;8;1;8;32;43;;;CHINA:  SICHUAN PROVINCE;32036;104722;7;57;;;;;;231;3;;2;540;3;540;3;;;;;231;3;;2;540;3;2450;4
2008;8;5;9;49;172;;;CHINA:  SICHUAN PROVINCE;32756;105494;6;6;;4;1;;;29;1;;1;;;;;4;1;;;29;1;;1;;;;1
2008;8;11;7;19;264;;;VENEZUELA:  CARIACO:CUMANA;10514;-64171;13;52;;;;;;;;;1;;;50;1;;;;;;;;1;;;50;1
2008;8;15;10;25;165;;;PHILIPPINES:  LUZON:  LEGASPI;12897;124319;10;6;;;;;;;;;1;;;;;;;;;;;;1;;;;
2008;8;19;21;35;172;;;CHINA:  YUNNAN PROVINCE;25051;97919;46;5;;;;;;;;;3;5;1;5;1;;;;;;;;3;5;1;2420;4
2008;8;21;12;24;295;;;CHINA:  YUNNAN PROVINCE;25044;97684;1;6;;5;1;;;127;3;;3;;;;;5;1;;;127;3;;3;;;;
2008;8;25;11;25;193;;;NEW ZEALAND:  NORTH ISLAND;-39715;176851;32;55;;;;;;;;;2;;;;;;;;;;;;1;;;;
2008;8;25;13;21;588;;;CHINA:  TIBET (XIZANG PROVINCE);30901;8352;12;67;8;;;;;;;;2;;;700;3;;;;;;;;2;;;700;3
2008;8;26;8;7;85;3588;;ATLANTIC OCEAN:  SOUTH;-52533;26417;10;5;;;;;;;;;;;;;;;;;;;;;;;;;
2008;8;27;1;35;321;;;RUSSIA: LAKE BAYKAL (BAIKAL);51607;104158;16;62;8;;;;;;;;1;;;;;;;;;;;;1;;;;
2008;8;30;8;30;54;;;CHINA:  SICHUAN PROVINCE;26272;101937;17;59;;43;1;;;589;3;;4;392000;4;392000;4;43;1;;;589;3;;4;392000;4;;
2008;9;3;2;22;47;;;TURKEY:  ADIYAMAN;37507;38503;6;41;;;;;;;;;1;;;;;;;;;;;;1;;;;
2008;9;9;3;7;275;;;INDONESIA:  SUMATRA:  SOUTHERN;-3935;103058;25;54;;2;1;;;;;;2;;;;;2;1;;;;;;2;;;113;3
2008;9;10;11;0;34;;;IRAN:  HORMOZGAN PROVINCE;26743;55828;12;61;;7;1;;;45;1;;3;;3;;3;7;1;;;45;1;;3;;3;;3
2008;9;11;0;20;509;3589;;JAPAN:  HOKKAIDO;41892;143754;25;68;;;;;;;;;;;;;;;;;;;;;;;;;
2008;9;16;21;47;145;;;INDIA:  MAHARASHTRA;17438;73915;10;5;;1;1;;;20;1;;3;;;;;1;1;;;20;1;;3;;;1500;4
2008;10;5;15;52;494;;;KYRGYZSTAN: NURA;39533;73824;27;66;;74;2;;;140;3;;2;;2;;;74;2;;;140;3;;2;;2;;
2008;10;6;8;30;455;;;CHINA:  TIBET (XIZANG PROVINCE);29807;9035;12;63;;9;1;;;19;1;;2;;3;;;9;1;;;19;1;;2;;3;;
2008;10;11;9;6;107;;;RUSSIA:  CAUCASUS:  CHECHNYA;43372;46254;16;57;;13;1;;;100;2;;3;;;1027;4;13;1;;;100;2;;3;;;1027;4
2008;10;28;23;9;576;;;PAKISTAN:  QUETTA;30639;67351;15;64;6;215;3;;;320;3;;4;3487;4;3487;4;215;3;;;320;3;;4;3487;4;4125;4
2008;10;29;11;32;431;;;PAKISTAN:  ZIARAT;30598;67455;14;64;;;;;;1;1;;2;;2;;2;;;;;1;1;;2;;2;;
2008;11;10;1;22;25;;;CHINA:  QINGHAI PROVINCE;37565;95833;19;63;;;;;;3;1;4;2;;2;;2;;;;;3;1;4;2;;2;;1
2008;11;16;17;2;327;3623;;INDONESIA:  MINAHASSA PENINSULA;1271;122091;30;73;;6;1;;;77;2;;3;;;1000;3;6;1;;;77;2;;3;;;1000;3
2008;11;19;6;11;207;;;PANAMA:  PASO CANOA, DAVID, PUERTO ARMUELLES;8267;-82967;32;61;;;;;;;;;1;;;;;;;;;;;;1;;;;
2008;11;22;22;27;551;;;CZECH REPUBLIC:  KARVINA;49914;18455;;41;;2;1;;;3;1;;1;;;;;2;1;;;3;1;;1;;;;
2008;12;7;13;36;213;;;IRAN:  S;2699;558;15;54;;;;;;5;1;;1;;;;;;;;;5;1;;1;;;;1
2008;12;9;18;53;111;;;CHINA:  SICHUAN PROVINCE;32518;105395;25;45;;2;1;;;3;1;;;;;;;2;1;;;3;1;;;;;;
2008;12;10;10;53;50;;;ARGENTINA:  POTRERILLOS;-32938;-69259;10;41;;;;;;;;;1;;;;;;;;;;;;1;;;;
2008;12;25;20;20;515;;;MYANMAR (BURMA);2397;97569;35;47;;;;;;19;1;;3;30;1;30;1;;;;;19;1;;3;30;1;5400;4
2008;12;25;20;20;515;;;CHINA:  YUNNAN PROVINCE:  SIMAO;2397;97569;35;48;;;;;;19;1;;2;30;1;5400;4;;;;;19;1;;2;30;1;5400;4
2008;12;29;3;37;417;;;AFGHANISTAN: PAKISTAN:  MANSEHRA, SHANGLA;36401;71075;158;58;;;;;;;;;1;;;;;;;;;;;;1;;;;1
2009;1;3;19;43;506;3647;;PAPUA NEW GUINEA:  NEAR NORTH COAST;-414;132885;17;76;;5;1;;;250;3;;3;;;840;3;5;1;;;250;3;;3;;;840;3
2009;1;3;22;33;402;3649;;PAPUA NEW GUINEA:  NEAR NORTH COAST;-691;133305;23;73;;;;;;;;;;;;;;;;;;;;;;;;;
2009;1;8;19;21;356;;;COSTA RICA:  LA PAZ;10165;-84197;14;61;;23;1;17;1;100;2;;3;518;3;;;23;1;17;1;100;2;;3;518;3;;
2009;1;15;17;49;39;3691;;RUSSIA:  KURIL ISLANDS;46857;155154;36;74;;;;;;;;;;;;;;;;;;;;;;;;;
2009;1;21;18;17;33;;;PERU:  PACCHA;-11779;-75626;10;46;;;;;;;;;2;50;1;500;3;;;;;;;;2;50;1;500;3
2009;2;11;17;34;508;3692;;INDONESIA:  KEPULAUAN TALAUD;3884;126397;22;72;;;;;;64;2;;2;;;597;3;;;;;64;2;;2;;;597;3
2009;2;20;3;48;482;;;PAKISTAN: INDIA:  KASHMIR;34204;73899;10;54;;;;;;44;1;;1;;;;;;;;;44;1;;1;;;;2
2009;2;20;10;2;291;;;CHINA:  XINJIANG PROVINCE;40657;78692;17;55;;;;;;;;;3;5613;4;331;3;;;;;;;;3;331;3;5613;4
2009;3;19;18;17;409;4312;;TONGA ISLANDS;-23046;-174659;34;76;;;;;;;;;;;;;;;;;;;;;;;;;
2009;3;26;4;44;116;;;INDIA:  CHAIBASA;22399;85903;10;41;;;;;;5;1;;1;;;;;;;;;5;1;;1;;;;1
2009;3;31;17;50;341;;;NICARAGUA:  SAN JUAN DEL RIO COCO;13452;-8606;36;44;;;;;;;;;1;3;1;10;1;;;;;;;;2;3;1;10;1
2009;4;6;1;32;39;;;ITALY:  L'AQUILA;42334;13334;9;63;;309;3;;;1500;4;2500;4;15000;4;;;309;3;;;1500;4;2500;4;15000;4;;
2009;4;7;17;47;37;;;ITALY:  L'AQUILA;42275;13464;15;55;;1;1;;;;;;1;;;;1;1;1;;;;;;1;;;;1
2009;4;9;1;46;582;;;INDIA:  JAISALMER;27143;70749;44;52;;;;;;6;1;;2;;;;;;;;;6;1;;2;;;;2
2009;4;16;21;27;513;;;AFGHANISTAN:  NANGARHAR;34185;70076;6;54;;19;1;;;51;2;;2;200;3;200;3;19;1;;;51;2;;2;200;3;;
2009;5;17;19;50;62;;;SAUDI ARABIA: WESTERN;25212;37597;10;46;;;;;;;;;1;;2;;;;;;;;;;1;;2;;
2009;5;19;17;35;6;;;SAUDI ARABIA: WESTERN;25292;37744;2;57;;;;;;7;1;;;;;;;;;;;7;1;;;;;;
2009;5;19;19;29;489;;;INDIA:  KASHMIR;33198;75787;21;49;;;;;;;;;1;;;;;;;;;;;;1;;;100;2
2009;5;24;16;17;508;;;BALKANS NW:  MACEDONIA;41303;22714;0;53;;;;;;;;;2;;;;;;;;;;;;2;;;;3
2009;5;28;8;24;45;4356;;HONDURAS:  NORTHERN: BELIZE;1672;-86236;10;73;;7;1;;;40;1;;2;135;3;25;1;7;1;;;40;1;;2;135;3;25;1
2009;5;29;6;20;146;;;VANUATU ISLANDS:  TONGOA;-17026;168329;13;57;;;;;;10;1;;1;;2;;2;;;;;10;1;;1;;2;;
2009;6;2;2;17;35;;;VANUATU ISLANDS:  TONGOA;-17757;167949;15;63;;;;;;4;1;;1;;;;;;;;;4;1;;1;;;;2
2009;6;13;17;17;382;;;KAZAKHSTAN:  TEKELI;44724;78864;15;54;;1;1;;;;;;1;;;;2;1;1;;;;;;1;;;;2
2009;7;1;9;30;104;5713;;GREECE:  CRETE;34164;25471;19;64;2;;;;;;;;;;;;;;;;;;;;;;;;
2009;7;4;6;49;355;;;PANAMA: PANAMA CITY;959;-78966;38;6;5;;;;;32;1;;1;;;;;;;;;32;1;;1;;;10;1
2009;7;9;11;19;162;;;CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY;25632;101095;7;57;;;;;;336;3;;3;;;;;;;;;336;3;;3;;;;
2009;7;15;9;22;29;4376;;NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND;-45762;166562;12;78;;;;;;;;;1;;;;;;;;;;;;1;;;;
2009;7;24;3;11;568;;;CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN;31158;85902;13;58;;;;;;;;;1;6;1;6;1;;;;;;;;1;6;1;;2
2009;8;8;13;26;175;;;CHINA:  CHONGQING PROVINCE:  RONGCHANG;29358;105438;10;34;;2;1;;;1;1;;2;440;3;440;3;2;1;;;1;1;;2;440;3;;
2009;8;10;19;55;356;4419;;INDIA:  ANDAMAN I;14099;92888;5;75;;;;;;;;;;;;;;;;;;;;;;;;;
2009;8;10;20;7;91;4418;;JAPAN:  HONSHU:  S COAST;34743;138264;40;64;;1;1;;;123;3;;3;;;5192;4;1;1;;;123;3;;3;;;5192;4
2009;8;16;7;38;217;4482;;INDONESIA:  SUMATRA:  PADANG;-1479;9949;20;67;;;;;;9;1;;;;;;;;;;;9;1;;;;;;
2009;8;28;1;52;66;;;CHINA:  QINGHAI PROVINCE;37696;95718;13;62;;;;;;;;;1;;;;;;;;;;;;1;;;30;1
2009;8;30;19;27;488;;;MYANMAR (BURMA):  INDIA:  SIBSAGAR;2528;95101;82;52;;;;;;;;;1;;;;;;;;;;;;1;;;;
2009;9;2;7;55;1;5734;;INDONESIA:  JAVA;-7782;107297;46;7;;81;2;;;1297;4;;3;;;54000;4;81;2;;;1297;4;;3;;;54000;4
2009;9;6;22;41;373;;;GEORGIA:  NORTHWESTERN;4266;43443;15;6;;;;;;1;1;;2;;;;;;;;;1;1;;2;;;1000;3
2009;9;12;20;6;246;;;VENEZUELA:  CARABOBO;10705;-6792;10;63;;;;;;18;1;;1;;;17;1;;;;;18;1;;1;;;17;1
2009;9;18;11;53;48;;;PHILIPPINES:  COTABATO, SULTAN KUDARAT;6513;124715;10;57;;;;;;91;2;;1;;;;;;;;;91;2;;1;;;76;2
2009;9;18;23;6;577;;;INDONESIA:  BALI:  DENPASAR;-9138;115593;79;57;;;;;;7;1;;1;;;;2;;;;;7;1;;1;;;;2
2009;9;21;8;53;59;;;BHUTAN:  TASHIGANG;27332;91437;14;61;;11;1;;;;;;3;;3;;3;11;1;;;;3;;3;;3;;
2009;9;22;8;20;41;;;AUSTRALIA:  MORNINGTON;-3828;14525;0;31;;;;;;;;;1;;;;;;;;;;;;1;;;;
2009;9;29;17;48;109;4440;;SAMOA ISLANDS;-15489;-172095;18;81;;;;;;;;;;;;;;192;3;;;7;1;285;4;;;;
2009;9;30;10;16;92;4441;;INDONESIA:  SUMATRA:  PADANG;-72;99867;81;75;;1117;4;;;1214;4;2200;4;;3;181665;4;1117;4;;;1214;4;2200;4;;3;181665;4
2009;10;1;1;52;273;;;INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI;-2515;101501;10;66;;3;1;;;;;10;3;;3;;3;3;1;;;;;10;3;;3;;
2009;10;7;22;3;144;4442;;VANUATU ISLANDS;-13006;16651;45;76;;;;;;;;;;;;;;;;;;;;;;;;;
2009;10;7;22;18;512;;;SOLOMON ISLANDS:  SANTA CRUZ ISLANDS;-12517;166382;35;78;;;;;;;;;;;;;;;;;;;;;;;;;
2009;10;9;18;11;399;;;ECUADOR:  TENA;-962;-77817;35;54;;;;;;;;;1;;;;;;;;;;;;1;;;;
2009;10;22;19;51;275;;;AFGHANISTAN:  HINDU KUSH;36517;7095;18;61;;5;1;;;;;;1;;;;;5;1;;;;;;1;;;;
2009;10;29;17;0;386;;;BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG;27262;91417;26;53;;;;;;;;;2;1;1;1;1;;;;;;;;2;1;1;116;3
2009;11;1;21;7;206;;;CHINA:  YUNNAN PROVINCE;25962;100825;25;49;;;;;;28;1;;;1000;3;1000;3;;;;;28;1;;;1000;3;30000;4
2009;11;3;23;26;52;;;IRAN:  BANDAR ABBAS;27334;56202;14;51;;;;;;269;3;;1;;;;;;;;;269;3;;1;;;;1
2009;11;8;19;41;433;;;INDONESIA:  SUMABAWA:  BIMA;-8207;118631;18;66;;2;1;;;200;3;2.43;2;;;;;2;1;;;200;3;2.43;2;;;;2
2009;11;27;8;15;533;;;VENEZUELA:  SIQUISIQUE;10434;-69715;7;54;;;;;;;;;1;;;;;;;;;;;;1;;;;
2009;12;6;21;51;598;;;SOUTH AFRICA:  CARLETONVILLE;-26414;27494;2;35;;2;1;;;3;1;;;;;;;2;1;;;3;1;;;;;;
2009;12;8;3;8;572;;;MALAWI:  KARONGA;-9948;33878;8;59;;1;1;;;15;1;;3;;;;;1;1;;;15;1;;3;;;3000;4
2009;12;12;11;51;257;;;INDIA:  MAHARASHTRA:  SATARA;17109;73767;10;51;;;;;;;;;1;;;;;;;;;;;;1;;;;2
2009;12;17;23;45;364;;;JAPAN:  HONSHU:  ITO;34921;139261;7;49;;;;;;7;1;;1;;;;;;;;;7;1;;1;;;20;1
2009;12;19;13;2;17;;;TAIWAN:  HUALIEN;23796;121605;57;64;;;;;;14;1;;1;;;;1;;;;;14;1;;1;;;;1
2009;12;19;23;19;155;;;MALAWI:  KARONGA;-10108;33818;6;6;;3;1;;;250;3;;3;1111;4;1111;4;3;1;;;250;3;;3;1111;4;3565;4
2009;12;30;18;48;577;;;MEXICO:  MEXICALI;32437;-115165;9;59;;;;;;;;;1;;;;;;;;;;;;1;;;;2
2009;12;31;9;57;297;;;BHUTAN:  DAMETSI;27319;9151;10;52;;;;;;2;1;;2;;;;;;;;;2;1;;2;;;700;3
2010;1;2;2;15;12;;;TAJIKISTAN;38245;71467;47;51;;;;;;;;1.5;2;98;2;1000;3;;;;;;;1.5;2;98;2;1000;3
2010;1;3;21;48;53;4522;;SOLOMON ISLANDS;-8743;157477;26;66;;;;;;;;;;;;;;;;;;;;;;;;;
2010;1;3;22;36;279;4523;;SOLOMON ISLANDS;-8799;157346;25;71;;;;;;;;;1;16;1;60;2;;;;;;;;1;16;1;60;2
2010;1;5;12;15;322;4542;;SOLOMON ISLANDS;-9019;157551;15;68;;;;;;;;;;;;;;;;;;;;;;;;;
2010;1;10;0;25;42;;;INDONESIA:  JAVA:  GARUT;-7907;107879;65;51;;1;1;;;2;1;;;;;;;1;1;;;2;1;;;;;;
2010;1;10;0;27;393;;;CALIFORNIA:  OFF COAST NORTHERN;40652;-124692;29;65;;;;;;30;1;21.8;3;;;;;;;;;30;1;21.8;3;;;;
2010;1;12;21;53;10;4622;;HAITI:  PORT:AU:PRINCE;18457;-72533;13;7;;316000;4;;;30000;4;8000;4;97294;4;188383;4;316000;4;;;300000;4;8000;4;97294;4;188383;4
2010;1;15;18;0;467;;;VENEZUELA:  CARIACO;10454;-63475;8;55;;;;;;11;1;;1;;;3;1;;;;;11;1;;1;;;3;1
2010;1;16;20;23;37;;;IRAN:  KHUZESTAN:  ARRJAN;3245;483;5;5;;;;;;;;;2;;;;;;;;;;;;2;;;150;3
2010;1;17;9;37;261;;;CHINA:  GUIZHOU PROVINCE;25558;105804;27;44;;7;1;1;;9;1;;;;;;;7;1;1;1;9;1;;;;;;
2010;1;30;21;36;58;;;CHINA:  SICHUAN PROVINCE: MOXI;30268;105668;10;47;;1;1;;;15;1;;2;200;3;200;3;1;1;;;15;1;;2;200;3;;
2010;2;25;4;56;519;;;CHINA:  YUNNAN PROVINCE;25523;101903;36;48;;;;;;11;1;;1;;;;1;;;;;11;1;;1;;;;1
2010;2;26;20;31;269;4782;;JAPAN:  TORI SHIMA, OKINAWA;2593;128425;25;7;;;;;;2;1;;1;;;;;;;;;2;1;;1;;;;
2010;2;27;6;34;115;4682;;CHILE:  MAULE, CONCEPCION, TALCAHUANO;-36122;-72898;23;88;9;402;3;;;12000;4;30000;4;;;500000;4;558;3;;;12000;4;30000;4;;;500000;4
2010;2;27;15;45;37;;;ARGENTINA:  SALTA;-24872;-65602;10;63;;2;1;;;2;1;;;;;;;2;1;;;2;1;;;;;;
2010;3;4;0;18;512;;;TAIWAN:  KAO:HSIUNG;22918;120795;21;63;;;;;;96;2;1000;4;;;;;;;;;96;2;1000;4;;;340;3
2010;3;8;2;32;347;;;TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI;38864;39986;12;61;;51;2;;;100;2;;2;287;3;287;3;51;2;;;100;2;;2;287;3;700;3
2010;3;11;14;39;439;4722;;CHILE:  RANCAGUA;-3429;-71891;11;69;;;;;;;;;1;;;;;;;;;;;;1;;;;
2010;3;30;16;54;467;;;INDIA: ANDAMAN ISLANDS:  DIGLIPUR;13667;92831;34;67;;;;;;10;1;;2;;;;;;;;;10;1;;2;;;;3
2010;4;4;22;40;431;;;MEXICO:  BAJA CALIFORNIA;32297;-115278;4;72;;2;1;;;233;3;1150;4;;;;3;2;1;;;233;3;1150;4;;;;3
2010;4;6;22;15;15;4763;;INDONESIA:  SUMATRA;2383;97048;31;78;;;;;;;;;;;;;;;;;;;;;;;;;
2010;4;13;23;49;383;;;CHINA:  QINGHAI PROVINCE:  YUSHU;33165;96548;17;69;;2220;4;70;2;12135;4;500;4;15000;4;;;2220;4;70;2;12135;4;500;4;15000;4;;
2010;4;18;20;28;502;;;AFGHANISTAN:  SAMANGAN PROVINCE;35633;67658;13;56;;11;1;;;70;2;;4;2000;4;;;11;1;;;70;2;;4;2000;4;;
2010;4;20;0;17;8;;;AUSTRALIA:  KALGOORLIE;-30794;121406;0;52;;;;;;3;1;;1;;;;;;;;;3;1;;1;;;;1
2010;5;1;22;36;293;;;INDIA:  CHAMOLI;30099;80026;36;45;;;;;;;;;1;;;;;;;;;;;;1;;;;
2010;5;6;2;42;479;;;PERU:  TACNA;-18058;-70547;37;62;;;;;;11;1;;2;;;;;;;;;11;1;;2;;;;2
2010;5;9;5;59;416;;;INDONESIA:  N. SUMATRA: SIMEULUE ISLAND;3748;96018;38;72;;;;;;;;;1;;;;;;;;;;;;1;;;;
2010;5;14;12;29;223;;;ALGERIA:  NORTHERN:  BENI YELLMAN;359;412;2;52;;2;1;;;43;1;;;;;;;2;1;;;43;1;;;;;;
2010;5;16;5;16;10;;;PUERTO RICO:  LARES, VEGA BAJA;184;-6707;113;58;;;;;;;;;1;;;;;;;;;;;;1;;;;1
2010;5;29;11;46;503;4822;5184;ANATAHAN REGION, N. MARIANA ISLANDS;16591;145682;10;44;;;;;;;;;;;;;;;;;;;;;;;;;
2010;6;12;19;26;504;4902;;INDIA:  LITTLE NICOBAR ISLAND;7881;91936;35;75;6;;;;;;;;;;;;;;;;;;;;;;;;
2010;6;15;4;26;584;;;CALIFORNIA:  OCOTILLO;327;-115921;5;58;;;;;;;;;1;;;;1;;;;;;;;1;;;;1
2010;6;16;3;16;275;;;INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN;-2174;136543;18;7;6;17;1;;;;;;3;2556;4;;;17;1;;;;;;3;2556;4;;
2010;6;18;23;9;31;;;INDIA:  ANDAMAN ISLANDS:  DIGLIPUR;13197;93087;20;59;;;;;;;;;1;;;;;;;;;;;;1;;;;2
2010;6;22;23;14;108;;;INDIA:  TAULI;29872;80428;16;52;;;;;;;;;1;;1;;1;;;;;;;;1;;1;;
2010;6;23;17;41;41;;;CANADA:  QUEBEC:  VAL:DES:BOIS, GRACEFIELD;4588;-7548;22;52;6;;;;;;;;1;;;;;;;;;;;;1;;;;
2010;6;30;7;22;276;;;MEXICO:  SAN ANDRES HUAXPALTEPEC;16396;-97782;20;62;;1;1;;;;;;;;;;;1;1;;;;;;;;;;
2010;7;20;19;38;95;;;IRAN:  FARSINAJ;27022;53861;10;58;;1;1;;;32;1;;2;;;;3;1;1;;;32;1;;2;;;;3
2010;7;23;22;51;124;;;PHILIPPINES:  CELEBES SEA:  MORO GULF;6486;123467;586;76;4;;;;;;;;;;;;;;;;;;;;;;;;
2010;7;30;13;50;132;;;IRAN:  TORBET:I:HEYDARIYEH;35217;59308;24;54;;;;;;274;3;;3;;;;;;;;;274;3;;3;;;;
2010;8;10;5;23;449;5222;;VANUATU ISLANDS;-17541;168069;25;72;7;;;;;;;;;;;;;;;;;;;;;;;;
2010;8;12;11;54;155;;;ECUADOR:  MANTA, GUAYAQUIL, LOJA;-1266;-77306;207;71;;;;;;;;;1;;;;;;;;;;;;1;;;;
2010;8;13;21;19;33;5343;;GUAM, NORTHERN MARIANA ISLANDS;12484;141476;10;69;;;;;;;;;;;;;;;;;;;;;;;;;
2010;8;27;19;23;495;;;IRAN:  DAMGHAN:TORUD;3549;5447;7;57;;3;1;;;200;3;;3;700;3;;;3;1;;;200;3;;3;700;3;;
2010;8;29;0;53;314;;;CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA;27197;103005;35;49;;;;;;14;1;;3;;;1001;4;;;;;14;1;;3;;;1001;4
2010;9;3;16;35;477;;;NEW ZEALAND:  CHRISTCHURCH;-43522;17183;12;7;9;;;;;2;1;6500;4;;;;3;;;;;2;1;6500;4;;;;3
2010;9;6;11;24;15;;;NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH;-4357;172388;9;5;5;;;;;;;;1;;;;;;;;;;;;1;;;;
2010;9;6;22;48;332;;;NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU;-40433;176818;21;51;6;;;;;;;;1;;;;;;;;;;;;1;;;;
2010;9;7;19;49;574;;;NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY;-43598;17269;6;5;7;;;;;;;;1;;;;;;;;;;;;1;;;;
2010;9;10;17;24;166;;;BANGLADESH:  NARAYANGANJ;23407;90648;10;48;5;;;;;;;;1;;;;;;;;;;;;1;;;;
2010;9;27;11;22;46;;;IRAN:  SHIRAZ;29647;51665;27;58;;1;1;;;3;1;;1;;1;;;1;1;;;3;1;;1;;1;;
2010;10;10;21;44;259;;;PAKISTAN:  KHANPUR, HARIPUR;33869;72887;33;52;;1;1;;;15;1;;2;;;100;1;1;1;;;15;1;;1;;;100;2
2010;10;25;14;42;22;5342;;INDONESIA:  SUMATRA;-3487;100082;20;78;;;;;;;;;;;;;;431;3;;;;;39;4;700;3;;
2010;11;3;0;56;55;;;BALKANS NW: SERBIA:  KRALJEVO;4376;20673;1;55;6;2;1;;;100;2;;3;1000;3;5000;4;2;1;;;100;2;;3;1000;3;5000;4
2010;11;6;3;52;20;;;IRAN:  DORUD:RAZAN;3337;4894;5;49;;;;;;104;3;;1;;;;2;;;;;104;2;;1;;;;2
2010;11;12;9;37;199;;;PAKISTAN:  QUETTA;30178;67117;27;47;;;;;;12;1;;1;;;;2;;;;;12;1;;1;;;;2
2010;12;16;12;14;245;;;ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA;7521;37839;10;51;;;;;;;3;;2;;;;3;;;;;;3;;2;;;;3
2010;12;19;5;5;30;;;OKLAHOMA:  LUTHER;35827;-96772;5;37;;;;;;;;;1;;;;1;;;;;;;;1;;;;1
2010;12;20;18;41;592;;;IRAN:  KERMAN;28412;5918;12;65;;7;1;;;25;1;;3;;3;1800;4;7;1;;;25;1;;3;;3;1800;4
2010;12;21;17;19;406;5402;;JAPAN:  BONIN ISLANDS;26901;143698;14;74;;;;;;;;;;;;;;;;;;;;;;;;;
2010;12;25;13;16;37;5403;;VANUATU ISLANDS;-19702;167947;16;73;;;;;;;;;;;;;;;;;;4;1;;1;;;;
2010;12;25;21;30;157;;;NEW ZEALAND:  CHRISTCHURCH;-4355;172647;5;45;;;;;;;;;1;;;20;1;;;;;;;;1;;;20;1
2011;1;5;16;32;242;;;IRAN:  FARS PROVINCE;3016;5162;24;45;;;;;;16;1;;2;;;;;;;;;16;1;;2;;;;
2011;1;9;10;3;442;5419;;VANUATU ISLANDS;-19157;168311;24;65;;;;;;;;;;;;;;;;;;;;;;;;;
2011;1;18;20;23;234;;;PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN;28777;63951;68;72;;3;1;;;;2;;2;200;3;200;3;3;1;;;;2;;2;;;200;3
2011;2;1;7;11;26;;;CHINA:  YUNNAN PROVINCE:  PINGYUAN;24693;97943;31;48;;;;;;1;1;;2;;;700;3;;;;;1;1;;2;;;700;3
2011;2;4;13;53;462;;;MYANMAR (BURMA):  MONYWA;24618;9468;85;63;;1;1;;;;;;1;;2;;;1;1;;;;;;1;;2;;
2011;2;11;20;5;307;5406;;CHILE:  OFF COAST CENTRAL;-36474;-73125;28;68;;;;;;;;;;;;;;;;;;;;;;;;;
2011;2;17;22;47;215;;;COLORADO:  PAONIA;38947;-107497;1;31;;;;;;;;;1;;;;;;;;;;;;1;;;;
2011;2;21;23;51;423;5407;;NEW ZEALAND:  CHRISTCHURCH, LYTTELTON;-43583;17268;6;61;;185;3;;;1500;4;15000;4;100000;4;;;185;3;;;1500;4;15000;4;100000;4;;
2011;3;3;15;12;14;;;PHILIPPINES:  MINDANAO;9457;125935;50;55;;;;;;;;;1;;;;2;;;;;;;;1;;;;2
2011;3;9;2;45;203;5412;;JAPAN:  HONSHU:  E COAST;38435;142842;32;75;;;;;;;;;;;;;;;;;;;;;;;;;
2011;3;10;4;58;16;;;CHINA:  YUNNAN PROVINCE:  PINGYUAN;24719;97969;26;55;;25;1;;;250;3;;3;1039;4;12528;;25;1;;;250;3;;3;1039;4;12528;4
2011;3;11;5;46;241;5413;;JAPAN:  HONSHU;38297;142372;30;91;;1475;4;;;6157;4;4401.709;4;2473;4;5618;4;18428;4;;;6167;4;220136.6;4;123661;4;280920;4
